ID_Appel,Date_Appel,Agent,Duree_Traitement_Sec,Statut,Note_Satisfaction,Montant_Facture_EUR,Canal,Sujet,Appel_Traite,Appel_Repris,Conformite,NPS,Reclamation
APP-12669,27/05/2023,Julien Marchand,95,Résolu,4.0,16.67,telephone,Déménagement,Oui,Non,Conforme,0.0,Non
APP-12670,24/06/2023,Fatima Zahra,232,Résolu,4.0,20.52,Téléphone,Demande d'information,Oui,Non,Conforme,3.0,Non
APP-12671,19/04/2023,Karim Boudiaf,261,Résolu,5.0,8.26,TEL,Réclamation,,Non,Non conforme,,Non
APP-12672,22/09/2023,Marie Lefevre,325,Non résolu,4.0,13.42,Chat,Changement d'offre,Oui,Oui,Conforme,,Non
APP-12673,18/01/2023,Nicolas Roux,287,Résolu,4.0,13.91,telephone,Réclamation,Oui,Non,Non conforme,,Non
APP-12674,21/10/2023,Marie Lefevre,285,Résolu,5.0,9.66,Chat,Relevé compteur,Oui,Non,Conforme,7.0,Oui
APP-12675,31/05/2023,Sophie Nguyen,354,Résolu,5.0,31.03,Téléphone,Panne compteur,Oui,Non,Conforme,7.0,Non
APP-12676,03/06/2023,Marie Lefevre,150,Résolu,2.0,36.48,Chat,Changement d'offre,Oui,Non,Conforme,,Non
APP-12677,13/03/2023,Julien Marchand,109,Résolu,,38.0,Email,Facturation,,Non,Conforme,,Non
APP-12678,13/06/2023,Karim Boudiaf,291,Non résolu,1.0,23.04,Chat,Changement d'offre,Oui,Non,Conforme,,Non
APP-12679,11/01/2023,Amandine Faure,228,Résolu,5.0,36.56,telephone,Déménagement,Non,Non,Conforme,7.0,Non
APP-12680,05/05/2023,Amandine Faure,6500,Résolu,,41.59,Chat,Demande d'information,Oui,Non,Non conforme,4.0,Non
APP-12681,01/08/2023,Marie Lefevre,236,Résolu,4.0,11.23,telephone,Litige paiement,Oui,Oui,Conforme,7.0,Non
APP-12682,29/09/2023,Nicolas Roux,185,Résolu,4.0,37.79,telephone,Résiliation,Oui,Oui,Conforme,9.0,Non
APP-12683,04/09/2023,Karim Boudiaf,293,Résolu,5.0,39.45,telephone,Relevé compteur,Oui,Non,Conforme,7.0,Non
APP-12684,23/10/2023,Léa Girard,247,Résolu,5.0,9.84,telephone,Changement d'offre,Oui,Non,Conforme,8.0,Non
APP-12685,14/12/2023,Amandine Faure,236,Résolu,5.0,13.55,Chat,Déménagement,Non,Non,Non conforme,9.0,Non
APP-12686,22/02/2023,Karim Boudiaf,454,Non résolu,5.0,31.87,TEL,Panne compteur,Oui,Non,Conforme,10.0,Oui
APP-12687,08/07/2023,Marie Lefevre,346,Non résolu,4.0,8.63,Chat,Résiliation,Oui,Non,Conforme,,Non
APP-12688,15/06/2023,Marie Lefevre,305,Résolu,4.0,32.64,TEL,Demande d'information,Oui,Non,Non conforme,,Non
APP-12689,06/05/2023,Fatima Zahra,250,Résolu,5.0,38.44,TEL,Panne compteur,Oui,Non,Conforme,10.0,Non
APP-12690,23/11/2023,Sophie Nguyen,242,Résolu,5.0,25.0,TEL,Souscription contrat,Oui,Non,Conforme,,Non
APP-12691,24/03/2023,Amandine Faure,212,Non résolu,,26.46,Email,Souscription contrat,Non,Non,Conforme,1.0,Non
APP-12692,26/06/2023,Fatima Zahra,258,Non résolu,5.0,26.62,Téléphone,Déménagement,,Non,Conforme,,Non
APP-12693,20/10/2023,Fatima Zahra,196,,,36.31,telephone,Litige paiement,Oui,Oui,,,Non
APP-12694,28/06/2023,Julien Marchand,132,Non résolu,,31.99,TEL,Demande d'information,Oui,Non,Conforme,8.0,Non
APP-12695,03/05/2023,Karim Boudiaf,4700,Non résolu,4.0,14.38,telephone,Souscription contrat,Oui,Non,Conforme,,Non
APP-12696,05/01/2023,Fatima Zahra,266,Non résolu,,13.82,Téléphone,Relevé compteur,Oui,Non,Conforme,,Non
APP-12697,17/03/2023,Thomas Petit,326,Non résolu,4.0,43.61,Email,Réclamation,Non,Non,Conforme,3.0,Non
APP-12698,03/10/2023,Sophie Nguyen,168,Non résolu,5.0,31.19,Chat,Réclamation,Oui,Non,Conforme,9.0,Oui
APP-12699,14/04/2023,Julien Marchand,243,Résolu,2.0,17.37,Email,Souscription contrat,Oui,Oui,,,Non
APP-12700,08/11/2023,Marie Lefevre,286,Non résolu,5.0,44.22,Téléphone,Panne compteur,Oui,Non,Conforme,,Non
APP-12701,15/12/2023,Marie Lefevre,284,Non résolu,5.0,26.57,telephone,Relevé compteur,Oui,Non,,10.0,Non
APP-12702,12/06/2023,Fatima Zahra,384,Résolu,4.0,12.9,Email,Souscription contrat,Oui,Non,Conforme,,Non
APP-12703,19/09/2023,Fatima Zahra,214,Résolu,,28.24,Téléphone,Facturation,Oui,Non,Conforme,9.0,Oui
APP-12704,23/02/2023,Nicolas Roux,161,Résolu,5.0,23.47,Email,Souscription contrat,Non,Non,,9.0,Non
APP-12705,07/10/2023,Amandine Faure,248,Non résolu,3.0,39.57,Téléphone,Relevé compteur,Oui,Non,Non conforme,8.0,Non
APP-12706,26/09/2023,Yanis Belkacem,218,Résolu,5.0,40.37,Téléphone,Facturation,Oui,Non,Conforme,9.0,Non
APP-12707,05/12/2023,Marie Lefevre,203,Non résolu,5.0,12.77,Téléphone,Réclamation,Oui,Non,Conforme,7.0,Non
APP-12708,11/02/2023,Fatima Zahra,191,Résolu,5.0,31.06,Chat,Litige paiement,Oui,Non,Conforme,7.0,Oui
APP-12709,03/04/2023,Amandine Faure,266,Résolu,5.0,21.17,Chat,Déménagement,Non,Non,Conforme,,Non
APP-12710,08/10/2023,Marie Lefevre,180,Résolu,4.0,31.65,Téléphone,Demande d'information,Oui,Non,Conforme,,Non
APP-12711,04/11/2023,Karim Boudiaf,304,Résolu,3.0,16.72,telephone,Demande d'information,Oui,Non,Conforme,,Non
APP-12712,03/05/2023,Amandine Faure,300,Résolu,5.0,12.69,telephone,Changement d'offre,Oui,Non,Conforme,,Non
APP-12713,15/10/2023,Thomas Petit,274,Résolu,1.0,40.06,TEL,Panne compteur,Oui,Non,Conforme,6.0,Non
APP-12714,21/09/2023,Thomas Petit,150,Résolu,5.0,23.82,Chat,Changement d'offre,Oui,Non,Conforme,8.0,Non
APP-12715,19/04/2023,Nicolas Roux,262,Résolu,4.0,13.95,Email,Déménagement,Oui,Non,Conforme,10.0,Non
APP-12716,09/05/2023,Marie Lefevre,332,Résolu,4.0,11.91,TEL,Litige paiement,Oui,Non,Conforme,7.0,Non
APP-12717,23/05/2023,Yanis Belkacem,311,Résolu,3.0,26.73,Téléphone,Réclamation,Non,Non,Conforme,6.0,Non
APP-12718,06/10/2023,Marie Lefevre,298,Résolu,5.0,27.82,telephone,Litige paiement,Oui,Non,Conforme,8.0,Non
APP-12719,06/07/2023,Karim Boudiaf,241,Résolu,5.0,22.59,Email,Demande d'information,Oui,Non,Conforme,8.0,Non
APP-12720,27/01/2023,Julien Marchand,237,Résolu,4.0,25.46,TEL,Souscription contrat,Oui,Non,Conforme,8.0,Non
APP-12721,18/05/2023,Sophie Nguyen,348,Résolu,5.0,26.14,telephone,Déménagement,Oui,Non,Conforme,6.0,Non
APP-12722,23/07/2023,Marie Lefevre,265,Résolu,3.0,22.93,Email,Résiliation,Oui,Non,Conforme,8.0,Non
APP-12723,08/09/2023,Fatima Zahra,266,Non résolu,3.0,20.33,Email,Changement d'offre,Oui,Non,,2.0,Non
APP-12724,23/08/2023,Amandine Faure,487,Non résolu,4.0,16.82,Chat,Changement d'offre,Non,Non,Conforme,,Oui
APP-12725,13/04/2023,Fatima Zahra,212,Non résolu,4.0,37.38,Chat,Panne compteur,Non,Non,Conforme,8.0,Non
APP-12726,12/12/2023,Nicolas Roux,51,Résolu,4.0,11.95,Email,Souscription contrat,Oui,Non,Conforme,,Non
APP-12727,21/08/2023,Karim Boudiaf,224,Non résolu,5.0,16.84,Chat,Changement d'offre,Oui,Non,Conforme,4.0,Oui
APP-12728,03/10/2023,Thomas Petit,229,Non résolu,4.0,14.25,telephone,Relevé compteur,Oui,Non,Conforme,,Non
APP-12729,15/03/2023,Yanis Belkacem,263,Résolu,5.0,25.04,Chat,Litige paiement,Oui,Non,Conforme,,Non
APP-12730,16/11/2023,Léa Girard,283,Résolu,5.0,28.41,Chat,Demande d'information,Non,Non,Conforme,4.0,Non
APP-12731,20/04/2023,Nicolas Roux,64,Résolu,4.0,21.19,Email,Facturation,Oui,Oui,Conforme,,Non
APP-12732,30/12/2023,Karim Boudiaf,285,Résolu,5.0,21.96,Email,Demande d'information,Oui,Oui,Conforme,,Non
APP-12733,05/08/2023,Fatima Zahra,234,Non résolu,5.0,17.55,Email,Litige paiement,Oui,Non,Conforme,,Non
APP-12734,06/06/2023,Sophie Nguyen,216,Résolu,,36.1,Chat,Déménagement,Oui,Non,Conforme,,Non
APP-12735,03/09/2023,Julien Marchand,96,Non résolu,4.0,15.62,TEL,Litige paiement,Non,Non,Conforme,,Non
APP-12736,05/05/2023,Nicolas Roux,368,Non résolu,4.0,20.53,telephone,Demande d'information,Oui,Non,Non conforme,,Non
APP-12737,03/03/2023,Amandine Faure,202,Résolu,5.0,28.86,telephone,Facturation,Oui,Non,Conforme,9.0,Non
APP-12738,24/01/2023,Fatima Zahra,299,Résolu,4.0,9.93,TEL,Souscription contrat,Oui,Non,Conforme,,Non
APP-12739,22/10/2023,Nicolas Roux,167,Non résolu,4.0,39.54,TEL,Souscription contrat,,Non,Conforme,,Oui
APP-12740,31/05/2023,Julien Marchand,267,Résolu,5.0,21.04,telephone,Souscription contrat,Oui,Non,Conforme,8.0,Non
APP-12741,06/02/2023,Léa Girard,217,Résolu,4.0,34.74,Email,Réclamation,Non,Oui,Conforme,,Non
APP-12742,28/08/2023,Amandine Faure,296,Résolu,4.0,,Téléphone,Demande d'information,Oui,Non,Conforme,,Non
APP-12743,03/02/2023,Julien Marchand,214,Non résolu,4.0,12.69,telephone,Souscription contrat,Oui,Non,Non conforme,,Non
APP-12744,11/08/2023,Léa Girard,237,Résolu,3.0,11.03,TEL,Souscription contrat,Oui,Non,Conforme,9.0,Non
APP-12745,24/04/2023,Thomas Petit,120,,5.0,15.25,Email,Litige paiement,Oui,Non,Non conforme,7.0,Non
APP-12746,17/01/2023,Thomas Petit,301,Résolu,5.0,28.16,Chat,Litige paiement,Oui,Non,Non conforme,6.0,Non
APP-12747,03/03/2023,Marie Lefevre,222,Résolu,4.0,17.98,TEL,Souscription contrat,Oui,Non,Conforme,10.0,Non
APP-12748,17/05/2023,Fatima Zahra,330,Résolu,5.0,44.6,Chat,Déménagement,Oui,Non,,,Non
APP-12749,24/07/2023,Julien Marchand,355,Résolu,3.0,17.81,Téléphone,Demande d'information,Oui,Non,,,Non
APP-12750,05/07/2023,Karim Boudiaf,205,Non résolu,3.0,12.2,Téléphone,Souscription contrat,Oui,Non,Conforme,8.0,Non
APP-12751,29/09/2023,Marie Lefevre,253,Résolu,5.0,8.14,TEL,Relevé compteur,Oui,Non,Conforme,4.0,Non
APP-12752,25/12/2023,Léa Girard,244,Non résolu,3.0,19.1,TEL,Changement d'offre,Oui,Non,Conforme,,Non
APP-12753,28/09/2023,Karim Boudiaf,374,Résolu,5.0,13.6,Chat,Déménagement,Non,Non,Conforme,,Non
APP-12754,11/10/2023,Karim Boudiaf,164,Résolu,4.0,35.98,telephone,Facturation,Oui,Non,Conforme,10.0,Non
APP-12755,08/11/2023,Marie Lefevre,109,,1.0,27.97,Téléphone,Résiliation,Oui,Non,Conforme,,Non
APP-12756,27/02/2023,Marie Lefevre,222,Non résolu,4.0,42.53,Email,Déménagement,Oui,Non,,,Non
APP-12757,19/02/2023,Léa Girard,160,Résolu,,31.58,Téléphone,Souscription contrat,Non,Non,Non conforme,,Non
APP-12758,13/05/2023,Sophie Nguyen,225,Résolu,5.0,21.38,telephone,Relevé compteur,Oui,Oui,Non conforme,8.0,Non
APP-12759,14/10/2023,Fatima Zahra,366,Résolu,2.0,12.01,Téléphone,Déménagement,Oui,Non,Conforme,,Non
APP-12760,09/07/2023,Léa Girard,266,Non résolu,,14.22,Email,Demande d'information,Oui,Non,Conforme,5.0,Oui
APP-12761,22/10/2023,Yanis Belkacem,275,Résolu,4.0,26.95,Email,Réclamation,Oui,Non,Conforme,10.0,Non
APP-12762,28/12/2023,Yanis Belkacem,450,Non résolu,5.0,43.01,Téléphone,Changement d'offre,,Non,Non conforme,,Non
APP-12763,08/09/2023,Léa Girard,218,Résolu,,29.45,Chat,Demande d'information,Oui,Non,Conforme,8.0,Non
APP-12764,02/03/2023,Amandine Faure,182,Non résolu,3.0,10.33,Téléphone,Litige paiement,Oui,Non,Non conforme,8.0,Non
APP-12765,24/11/2023,Nicolas Roux,245,Résolu,4.0,14.93,Téléphone,Relevé compteur,Oui,Non,Conforme,7.0,Non
APP-12766,03/11/2023,Léa Girard,179,Résolu,3.0,38.93,Chat,Résiliation,Oui,Non,Conforme,,Non
APP-12767,16/04/2023,Yanis Belkacem,277,,,13.73,Email,Litige paiement,Oui,Non,Conforme,,Non
APP-12768,10/03/2023,Amandine Faure,145,Résolu,5.0,,telephone,Déménagement,Oui,Non,Conforme,,Non
APP-12769,20/10/2023,Fatima Zahra,165,Résolu,3.0,21.78,TEL,Résiliation,Oui,Oui,Conforme,,Non
APP-12770,05/03/2023,Amandine Faure,233,Résolu,4.0,23.07,Téléphone,Relevé compteur,Oui,Non,Conforme,10.0,Non
APP-12771,11/03/2023,Marie Lefevre,88,Résolu,2.0,,telephone,Litige paiement,Oui,Non,Non conforme,7.0,Oui
APP-12772,13/02/2023,Amandine Faure,191,Non résolu,5.0,38.95,telephone,Réclamation,Oui,Non,Conforme,,Non
APP-12773,16/05/2023,Sophie Nguyen,253,Résolu,5.0,26.94,TEL,Demande d'information,Oui,Non,Conforme,5.0,Non
APP-12774,27/09/2023,Thomas Petit,473,Non résolu,4.0,14.32,Téléphone,Résiliation,Oui,Non,Conforme,,Non
APP-12775,01/10/2023,Nicolas Roux,342,Résolu,5.0,,TEL,Changement d'offre,Oui,Non,Conforme,,Non
APP-12776,08/07/2023,Amandine Faure,185,Non résolu,2.0,29.96,telephone,Déménagement,Oui,Non,Conforme,,Non
APP-12777,12/06/2023,Fatima Zahra,148,Non résolu,5.0,15.77,TEL,Relevé compteur,Oui,Non,Conforme,,Oui
APP-12778,19/10/2023,Amandine Faure,178,Résolu,,13.02,Chat,Demande d'information,Oui,Non,Conforme,,Non
APP-12779,27/12/2023,Karim Boudiaf,327,Non résolu,3.0,13.39,TEL,Facturation,Oui,Non,Conforme,10.0,Non
APP-12780,25/07/2023,Julien Marchand,329,Résolu,5.0,36.96,Chat,Déménagement,Non,Non,Conforme,,Non
APP-12781,20/11/2023,Sophie Nguyen,363,Résolu,5.0,42.69,Téléphone,Facturation,Oui,Non,Conforme,9.0,Non
APP-12782,30/01/2023,Léa Girard,163,Résolu,5.0,17.01,Chat,Facturation,Oui,Non,Conforme,,Non
APP-12783,08/01/2023,Amandine Faure,-282,Résolu,4.0,39.16,telephone,Réclamation,Oui,Non,Non conforme,,Non
APP-12784,21/12/2023,Yanis Belkacem,170,Non résolu,3.0,42.04,Chat,Résiliation,Non,Non,Conforme,9.0,Non
APP-12785,21/03/2023,Thomas Petit,384,Non résolu,3.0,32.06,telephone,Demande d'information,Oui,Non,Conforme,9.0,Non
APP-12786,16/08/2023,Julien Marchand,166,Non résolu,4.0,22.88,TEL,Litige paiement,Non,Non,Conforme,4.0,Non
APP-12787,28/11/2023,Yanis Belkacem,130,Résolu,,9.9,telephone,Litige paiement,Oui,Non,Conforme,,Non
APP-12788,19/01/2023,Nicolas Roux,144,Résolu,5.0,22.84,Email,Réclamation,Oui,Non,Non conforme,,Non
APP-12789,29/03/2023,Fatima Zahra,239,Résolu,5.0,20.98,Téléphone,Résiliation,Oui,Non,Conforme,,Non
APP-12790,10/07/2023,Sophie Nguyen,300,Résolu,5.0,13.68,telephone,Demande d'information,Oui,Non,Conforme,5.0,Non
APP-12791,13/09/2023,Sophie Nguyen,294,Résolu,5.0,21.56,TEL,Relevé compteur,Oui,Non,Conforme,,Non
APP-12792,09/11/2023,Yanis Belkacem,147,Non résolu,2.0,37.54,telephone,Changement d'offre,Oui,Non,Conforme,,Non
APP-12793,26/10/2023,Thomas Petit,206,Résolu,,34.17,Téléphone,Facturation,Oui,Non,Conforme,,Non
APP-12794,28/01/2023,Thomas Petit,195,Résolu,4.0,11.91,Téléphone,Réclamation,Oui,Non,Conforme,,Non
APP-12795,11/04/2023,Nicolas Roux,136,Résolu,5.0,31.24,telephone,Changement d'offre,Non,Non,Conforme,,Non
APP-12796,06/10/2023,Léa Girard,193,Résolu,4.0,29.41,Chat,Facturation,Oui,Non,Conforme,,Non
APP-12797,04/11/2023,Karim Boudiaf,359,Résolu,5.0,41.72,Téléphone,Souscription contrat,Oui,Non,Conforme,5.0,Non
APP-12798,20/07/2023,Amandine Faure,125,Résolu,1.0,22.01,Email,Litige paiement,Oui,Non,Conforme,10.0,Non
APP-12799,08/11/2023,Karim Boudiaf,259,Résolu,4.0,39.2,TEL,Relevé compteur,Oui,Non,Conforme,,Non
APP-12800,04/11/2023,Sophie Nguyen,361,Résolu,3.0,40.07,Chat,Changement d'offre,Oui,Non,Non conforme,7.0,Non
APP-12801,19/03/2023,Sophie Nguyen,356,Résolu,,41.08,TEL,Souscription contrat,Oui,Non,Conforme,5.0,Non
APP-12802,10/04/2023,Thomas Petit,389,Résolu,4.0,36.01,Chat,Réclamation,Non,Non,Conforme,,Non
APP-12803,21/08/2023,Sophie Nguyen,267,Non résolu,,30.45,Chat,Demande d'information,Oui,Oui,Conforme,,Non
APP-12804,26/07/2023,Fatima Zahra,280,Non résolu,5.0,34.64,Téléphone,Facturation,Oui,Oui,Conforme,,Non
APP-12805,15/12/2023,Léa Girard,194,,3.0,11.19,Chat,Résiliation,Oui,Non,Conforme,,Non
APP-12806,16/07/2023,Fatima Zahra,123,Non résolu,3.0,20.49,Email,Réclamation,Oui,Non,Conforme,,Non
APP-12807,17/03/2023,Sophie Nguyen,227,Résolu,,8.67,Chat,Panne compteur,Oui,Non,Conforme,7.0,Non
APP-12808,13/09/2023,Julien Marchand,338,Résolu,3.0,30.92,Téléphone,Demande d'information,Non,Oui,Conforme,,Oui
APP-12809,02/09/2023,Yanis Belkacem,42,Résolu,,32.55,telephone,Relevé compteur,Oui,Non,Conforme,,Non
APP-12810,07/11/2023,Amandine Faure,198,Résolu,5.0,12.46,TEL,Résiliation,Oui,Non,Conforme,10.0,Non
APP-12811,17/09/2023,Yanis Belkacem,288,Résolu,4.0,39.51,Téléphone,Déménagement,Oui,Non,Conforme,,Non
APP-12812,19/07/2023,Karim Boudiaf,240,Résolu,3.0,44.31,Email,Changement d'offre,Oui,Non,Conforme,4.0,Non
APP-12813,21/05/2023,Amandine Faure,350,Non résolu,2.0,11.6,Chat,Panne compteur,Non,Non,Non conforme,10.0,Non
APP-12814,31/10/2023,Amandine Faure,328,Non résolu,5.0,20.95,Téléphone,Facturation,Oui,Oui,Conforme,,Non
APP-12815,14/07/2023,Thomas Petit,113,Résolu,5.0,42.35,TEL,Réclamation,Non,Non,Conforme,,Non
APP-12816,22/02/2023,Sophie Nguyen,247,Non résolu,,29.86,Email,Demande d'information,Oui,Non,Non conforme,,Non
APP-12817,30/08/2023,Thomas Petit,174,Résolu,1.0,32.15,telephone,Litige paiement,Oui,Non,Conforme,,Non
APP-12818,14/10/2023,Nicolas Roux,173,Résolu,5.0,39.22,Email,Résiliation,Oui,Non,Conforme,,Non
APP-12819,23/04/2023,Yanis Belkacem,119,Résolu,4.0,15.21,Téléphone,Déménagement,Oui,Non,Conforme,,Non
APP-12820,06/01/2023,Marie Lefevre,261,,5.0,36.2,telephone,Déménagement,Oui,Non,Non conforme,,Non
APP-12821,14/01/2023,Karim Boudiaf,352,Résolu,3.0,34.4,Email,Demande d'information,Oui,Non,Conforme,9.0,Oui
APP-12822,15/11/2023,Fatima Zahra,269,Résolu,3.0,40.11,TEL,Résiliation,Oui,Non,,,Non
APP-12823,23/05/2023,Thomas Petit,114,Résolu,5.0,23.99,Téléphone,Litige paiement,Oui,Non,Conforme,,Non
APP-12824,20/12/2023,Amandine Faure,235,Non résolu,4.0,13.28,telephone,Relevé compteur,Oui,Non,,2.0,Non
APP-12825,24/12/2023,Marie Lefevre,285,Non résolu,4.0,22.41,telephone,Panne compteur,Oui,Non,Conforme,10.0,Non
APP-12826,15/01/2023,Sophie Nguyen,228,Non résolu,3.0,40.12,Chat,Souscription contrat,Oui,Non,Conforme,7.0,Non
APP-12827,31/08/2023,Karim Boudiaf,5340,Non résolu,5.0,40.61,Chat,Demande d'information,Oui,Oui,Conforme,,Non
APP-12828,06/08/2023,Amandine Faure,180,Résolu,4.0,34.81,Email,Facturation,Non,Non,Conforme,,Non
APP-12829,18/08/2023,Julien Marchand,218,Résolu,2.0,,Email,Changement d'offre,Non,Oui,,8.0,Non
APP-12830,19/12/2023,Amandine Faure,333,Résolu,1.0,24.38,TEL,Demande d'information,Oui,Non,Conforme,10.0,Non
APP-12831,30/08/2023,Sophie Nguyen,178,Résolu,2.0,25.95,Téléphone,Demande d'information,Oui,Non,,,Non
APP-12832,01/03/2023,Léa Girard,190,Résolu,5.0,24.4,Téléphone,Demande d'information,Oui,Non,,5.0,Non
APP-12833,09/01/2023,Fatima Zahra,357,Résolu,1.0,21.92,TEL,Litige paiement,Oui,Non,Conforme,6.0,Non
APP-12834,12/01/2023,Léa Girard,279,Résolu,,37.93,Chat,Réclamation,Oui,Non,Conforme,,Non
APP-12835,29/11/2023,Amandine Faure,37,Résolu,5.0,21.39,telephone,Relevé compteur,Oui,Oui,Conforme,9.0,Non
APP-12836,19/02/2023,Nicolas Roux,423,Résolu,2.0,17.97,TEL,Souscription contrat,Oui,Non,Non conforme,,Non
APP-12837,28/07/2023,Léa Girard,266,Résolu,1.0,18.27,TEL,Résiliation,Oui,Non,Conforme,8.0,Non
APP-12838,09/10/2023,Amandine Faure,253,Résolu,5.0,29.36,Téléphone,Déménagement,Oui,Non,Conforme,,Non
APP-12839,18/04/2023,Karim Boudiaf,265,Résolu,,31.97,Email,Litige paiement,Non,Oui,Non conforme,7.0,Non
APP-12840,31/05/2023,Léa Girard,247,Résolu,4.0,26.85,TEL,Demande d'information,Oui,Non,,9.0,Non
APP-12841,21/03/2023,Thomas Petit,209,Résolu,5.0,28.19,telephone,Souscription contrat,Oui,Non,Conforme,,Non
APP-12842,24/11/2023,Yanis Belkacem,179,Résolu,5.0,15.15,Chat,Déménagement,Oui,Oui,Non conforme,,Non
APP-12843,22/06/2023,Nicolas Roux,219,Non résolu,3.0,43.18,Téléphone,Réclamation,Oui,Non,Conforme,,Non
APP-12844,16/05/2023,Fatima Zahra,161,Résolu,4.0,9.95,Chat,Souscription contrat,Oui,Non,Conforme,8.0,Non
APP-12845,12/05/2023,Karim Boudiaf,23,Non résolu,2.0,9.39,Email,Litige paiement,Oui,Non,Conforme,9.0,Oui
APP-12846,07/04/2023,Amandine Faure,268,Résolu,,26.82,TEL,Souscription contrat,Oui,Non,Conforme,,Non
APP-12847,13/12/2023,Karim Boudiaf,400,Non résolu,4.0,17.0,Email,Panne compteur,Oui,Non,Conforme,8.0,Non
APP-12848,13/10/2023,Julien Marchand,176,Non résolu,5.0,15.03,TEL,Panne compteur,Non,Non,Conforme,0.0,Non
APP-12849,20/05/2023,Sophie Nguyen,286,Non résolu,,25.05,TEL,Relevé compteur,Non,Non,Conforme,,Non
APP-12850,27/09/2023,Sophie Nguyen,151,Résolu,3.0,31.87,TEL,Facturation,Oui,Non,Conforme,10.0,Non
APP-12851,08/05/2023,Sophie Nguyen,165,Résolu,3.0,32.09,Email,Changement d'offre,Non,Non,Conforme,,Non
APP-12852,17/09/2023,Amandine Faure,211,Non résolu,5.0,10.7,Email,Changement d'offre,Oui,Non,Conforme,,Non
APP-12853,09/11/2023,Julien Marchand,350,Résolu,5.0,18.13,Email,Relevé compteur,Oui,Non,Conforme,,Non
APP-12854,19/06/2023,Julien Marchand,245,Résolu,4.0,34.26,Téléphone,Résiliation,Oui,Oui,Conforme,,Non
APP-12855,05/09/2023,Nicolas Roux,265,Résolu,,8.27,Chat,Résiliation,Oui,Oui,Conforme,,Non
APP-12856,19/02/2023,Amandine Faure,190,Résolu,5.0,29.06,Email,Souscription contrat,Oui,Non,Non conforme,7.0,Non
APP-12857,21/12/2023,Yanis Belkacem,241,Résolu,2.0,42.07,telephone,Déménagement,Oui,Non,Conforme,8.0,Non
APP-12858,12/06/2023,Yanis Belkacem,243,Résolu,4.0,24.95,telephone,Résiliation,Oui,Non,Conforme,2.0,Non
APP-12859,01/12/2023,Sophie Nguyen,284,,5.0,42.97,telephone,Demande d'information,Oui,Non,,6.0,Non
APP-12860,07/08/2023,Karim Boudiaf,197,Résolu,,25.23,Téléphone,Litige paiement,Oui,Oui,Non conforme,,Non
APP-12861,12/09/2023,Marie Lefevre,257,Non résolu,2.0,16.89,Chat,Changement d'offre,Oui,Non,,10.0,Non
APP-12862,11/07/2023,Marie Lefevre,17,Résolu,5.0,29.54,telephone,Panne compteur,Oui,Non,Conforme,,Non
APP-12863,18/12/2023,Nicolas Roux,89,Résolu,1.0,21.2,Chat,Souscription contrat,Oui,Oui,Non conforme,,Non
APP-12864,23/07/2023,Marie Lefevre,241,,,38.72,Chat,Demande d'information,Non,Non,Conforme,10.0,Non
APP-12865,29/03/2023,Karim Boudiaf,126,Résolu,,32.57,telephone,Déménagement,Oui,Non,Conforme,9.0,Non
APP-12866,17/06/2023,Fatima Zahra,285,Résolu,5.0,41.75,TEL,Changement d'offre,Oui,Non,Conforme,5.0,Non
APP-12867,09/06/2023,Thomas Petit,223,Résolu,4.0,15.75,Chat,Souscription contrat,Oui,Non,Conforme,9.0,Non
APP-12868,25/09/2023,Julien Marchand,260,,5.0,27.61,TEL,Demande d'information,Oui,Non,Conforme,0.0,Non
APP-12869,26/08/2023,Marie Lefevre,321,Résolu,4.0,9.03,Téléphone,Résiliation,Oui,Non,Conforme,0.0,Non
APP-12870,02/05/2023,Karim Boudiaf,216,Résolu,4.0,,Téléphone,Panne compteur,Oui,Oui,Non conforme,,Non
APP-12871,17/04/2023,Thomas Petit,94,Résolu,,31.25,Email,Facturation,Oui,Non,,,Non
APP-12872,17/07/2023,Léa Girard,386,Résolu,2.0,18.35,Chat,Souscription contrat,Oui,Oui,Conforme,,Non
APP-12873,26/10/2023,Fatima Zahra,274,Résolu,4.0,28.9,Chat,Demande d'information,Oui,Oui,Non conforme,0.0,Non
APP-12874,20/06/2023,Léa Girard,224,Résolu,4.0,35.76,telephone,Demande d'information,Oui,Oui,Non conforme,7.0,Non
APP-12875,26/02/2023,Julien Marchand,166,Non résolu,5.0,33.66,Email,Changement d'offre,,Oui,Conforme,,Oui
APP-12876,31/05/2023,Yanis Belkacem,53,Non résolu,4.0,24.3,TEL,Déménagement,Oui,Non,Conforme,7.0,Non
APP-12877,11/09/2023,Yanis Belkacem,238,Résolu,5.0,39.71,telephone,Relevé compteur,,Non,Conforme,,Non
APP-12878,26/09/2023,Yanis Belkacem,305,Non résolu,5.0,15.53,Email,Panne compteur,Oui,Non,Conforme,8.0,Non
APP-12879,01/03/2023,Sophie Nguyen,271,Résolu,4.0,40.31,Email,Changement d'offre,Oui,Non,,9.0,Non
APP-12880,29/08/2023,Fatima Zahra,130,Résolu,4.0,26.95,TEL,Demande d'information,Oui,Non,Conforme,,Non
APP-12881,04/01/2023,Karim Boudiaf,139,Non résolu,4.0,42.81,Email,Facturation,Oui,Non,Non conforme,6.0,Non
APP-12882,20/08/2023,Julien Marchand,227,Résolu,4.0,39.69,Téléphone,Changement d'offre,Oui,Non,,10.0,Non
